Message,Category,Priority
I have a quick question about connecting from a new office. This is for planning.,Network,Low
Getting routed to the right support team is causing a serious delay. I do not have a workaround.,General,High
Can you help with API downtime during business hours as soon as possible? This is affecting a customer task.,Outage,High
A refund that must be processed before month end is causing an active incident. We cannot wait until tomorrow.,Refund,Urgent
What is the best way to deal with checking my renewal date? I'm comparing options.,Subscription,Low
Can you point me to the right steps for changing my contact email? This is for planning.,Account,Low
Can support take a look at a receipt that has not arrived? It only affects one user so far.,Billing,Medium
Hardware failure on a shared workstation is causing an active incident. We cannot wait until tomorrow.,Hardware,Urgent
This is urgent: all users locked out of the account. We cannot wait until tomorrow.,Account,Urgent
Our team is stuck because of packet loss affecting customer calls. Our whole team is stuck.,Network,Urgent
Where can I find help with exporting data to Excel? I'm comparing options.,Product,Low
Please escalate an outage blocking our operations immediately. This is affecting production.,Outage,Urgent
Our team is stuck because of a required feature during customer onboarding. Please escalate this immediately.,Product,Urgent
I have a quick question about downloading an invoice. I could not find it in the docs.,Billing,Low
An urgent return for the wrong shipment is causing an active incident. This is affecting production.,Refund,Urgent
I have a quick question about checking the supported browser version. I'm comparing options.,Technical,Low
An API error in our workflow is blocking my work. My team cannot finish the task.,Technical,High
How should I handle trial plan limits? I'm just checking before I continue.,Subscription,Low
Can you point me to the right steps for account settings? A short answer is fine.,Account,Low
Please escalate workspace access after renewal failed immediately. Our whole team is stuck.,Subscription,Urgent
Please prioritize a damaged product return. I need this fixed before end of day.,Refund,High
A required feature during customer onboarding is causing an active incident. This needs attention right now.,Product,Urgent
I need help with a laptop battery draining too fast. I can still do some work.,Hardware,Medium
Can you explain updating my account profile? A short answer is fine.,Account,Low
What is the best way to deal with setting up the app? This is for planning.,Technical,Low
